Kingdom	Phylum	Class	Order	Family	Genus	A1	A2	A3	A7	A8	A9
749	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	0	0	0	58	0	0
750	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	0	0	0	58	0	0
751	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	0	0	0	47	11	0
752	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	31	0	27
753	Bacteria	Firmicutes	Limnochordia	Hydrogenispora	NA	NA	0	0	0	24	14	20
754	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	0	0	0	23	0	35
755	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	0	0	0	0	27	31
756	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA	0	0	0	0	0	58
757	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	0	0	0	0	0	58
758	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	0	0	58
759	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	22	24	11	0	0	0
760	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	13	28	16	0	0	0
761	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	0	26	31	0	0	0
762	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	0	25	32	0	0	0
763	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	0	0	0	57	0	0
764	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	0	0	0	28	0	29
765	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	NA	NA	39	0	17	0	0	0
766	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	0	0	0	56	0	0
767	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	0	0	0	31	0	25
768	Bacteria	Firmicutes	Limnochordia	Hydrogenispora	NA	NA	0	0	0	29	0	27
769	Bacteria	Chloroflexi	Anaerolineae	SJA-15	NA	NA	0	0	0	23	15	18
770	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	0	0	0	0	0	56
771	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	28	0	27	0	0	0
772	Bacteria	NA	NA	NA	NA	NA	25	30	0	0	0	0
773	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	18	25	12	0	0	0
774	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	NA	0	0	0	44	0	11
775	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	0	0	0	33	0	22
776	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	25	9	21
777	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	0	0	0	23	0	32
778	Bacteria	WPS-2	NA	NA	NA	NA	54	0	0	0	0	0
779	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	35	0	19	0	0	0
780	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	23	0	31	0	0	0
781	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	0	10	16	12	0	16
782	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	0	0	0	35	19	0
783	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	0	0	0	34	0	20
784	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	0	0	0	24	0	30
785	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	0	0	0	0	0	54
786	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	53	0	0	0	0	0
787	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	27	0	26	0	0	0
788	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	19	0	0	18	16	0
789	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	13	16	24	0	0	0
790	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	6	13	12	22	0	0
791	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	0	0	53	0	0	0
792	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA	0	0	0	33	0	20
793	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	0	0	0	30	0	23
794	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	0	0	0	29	0	24
795	Bacteria	WS4	NA	NA	NA	NA	0	0	0	29	24	0
796	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	0	0	0	27	0	26
797	Bacteria	Acidobacteriota	Blastocatellia	11-24	NA	NA	19	15	18	0	0	0
798	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	0	52	0	0	0	0
799	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	0	28	24	0	0	0
800	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter	0	0	0	52	0	0
801	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	0	0	0	52	0	0
802	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	0	0	0	32	7	13
803	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	28	24	0
804	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	0	0	0	27	0	25
805	Bacteria	Chloroflexi	TK10	NA	NA	NA	0	0	0	21	13	18
806	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	0	0	0	0	52	0
807	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	51	0	0	0	0	0
808	Bacteria	WPS-2	NA	NA	NA	NA	51	0	0	0	0	0
809	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	23	0	28	0	0	0
810	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	14	20	17	0	0	0
811	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	51	0	0	0	0
812	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	0	0	0	51	0	0
813	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	0	0	0	51	0	0
814	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	51	0	0
815	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	0	0	0	33	0	18
816	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	0	0	0	29	0	22
817	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	0	0	0	27	11	13
818	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	0	0	0	16	12	23
819	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2	26	0	24	0	0	0
820	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA	13	10	27	0	0	0
821	Bacteria	WPS-2	NA	NA	NA	NA	11	16	23	0	0	0
822	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	0	0	0	50	0	0
823	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	33	0	17
824	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	31	0	19
825	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	29	6	15
826	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	0	0	0	25	0	25
827	Bacteria	Latescibacterota	NA	NA	NA	NA	0	0	0	24	9	17
828	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	0	0	0	23	0	27
829	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	NA	0	0	0	22	19	9
830	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	0	0	0	0	26	24
831	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	0	49	0	0	0	0
832	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	0	26	23	0	0	0
833	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	0	0	49	0	0	0
834	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	0	0	0	49	0	0
835	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	0	0	0	49	0	0
836	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	49	0	0
837	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	0	0	0	49	0	0
838	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	32	0	17
839	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	0	0	0	32	0	17
840	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	0	0	0	25	0	24
841	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 11	0	0	0	22	10	17
842	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA	0	0	0	11	13	25
843	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	0	0	0	0	49	0
844	Bacteria	WPS-2	NA	NA	NA	NA	23	24	1	0	0	0
845	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	18	10	20	0	0	0
846	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	15	20	13	0	0	0
847	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	0	0	22	26	0	0
848	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	NA	0	0	0	48	0	0
849	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	NA	NA	0	0	0	35	0	13
850	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	0	0	0	26	0	22
851	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	0	0	0	25	9	14
852	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	0	0	0	25	11	12
853	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	16	21	11
854	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	0	0	0	0	0	48
855	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	23	24	0	0	0	0
856	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	18	16	13	0	0	0
857	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	18	29	0	0	0
858	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	0	0	0	47	0	0
859	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	0	0	0	47	0	0
860	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	0	0	0	32	0	15
861	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	0	0	0	26	0	21
862	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	25	0	22
863	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	46	0	0	0	0	0
864	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	25	0	21	0	0	0
865	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	24	0	22	0	0	0
866	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	23	0	23	0	0	0
867	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	22	0	24	0	0	0
868	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	0	21	25	0	0	0
869	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	0	0	46	0	0	0
870	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	0	0	46	0	0	0
871	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Anaerobacterium	0	0	0	46	0	0
872	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	NA	NA	0	0	0	46	0	0
873	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 8	0	0	0	29	17	0
874	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0	0	0	26	0	20
875	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	0	0	0	25	0	21
876	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	0	0	0	23	0	23
877	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0	0	0	0	46	0
878	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	0	0	0	0	0	46
879	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	0	0	0	0	0	46
880	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	45	0	0	0	0	0
881	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	NA	38	0	7	0	0	0
882	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	22	23	0	0	0	0
883	Bacteria	WPS-2	NA	NA	NA	NA	19	26	0	0	0	0
884	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	45	0	0	0
885	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	0	0	45	0	0	0
886	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	0	0	0	45	0	0
887	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	0	0	0	45	0	0
888	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	0	0	0	45	0	0
889	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	NA	0	0	0	45	0	0
890	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	45	0	0
891	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 3	0	0	0	30	0	15
892	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA	0	0	0	26	11	8
893	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	25	0	20
894	Bacteria	Acidobacteriota	Subgroup 25	NA	NA	NA	0	0	0	24	8	13
895	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	NA	0	0	0	23	0	22
896	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	22	0	23
897	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	NA	NA	0	0	0	18	0	27
898	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	0	0	0	0	45	0
899	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	0	0	0	0	0	45
900	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	44	0	0	0	0	0
901	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	0	15	29	0	0	0
902	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	0	0	0	44	0	0
903	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	0	0	0	26	0	18
904	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	20	0	24
905	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	0	44	0
906	Bacteria	Chloroflexi	SHA-26	NA	NA	NA	0	0	0	0	23	21
907	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	0	0	0	0	0	44
908	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaera	43	0	0	0	0	0
909	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	43	0	0	0	0	0
910	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	NA	43	0	0	0	0	0
911	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	NA	22	0	21	0	0	0
912	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	11	8	24	0	0	0
913	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	0	43	0	0	0	0
914	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	NA	NA	0	0	43	0	0	0
915	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	0	0	0	43	0	0
916	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	30	0	13
917	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	25	18	0
918	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	24	0	19
919	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	22	21	0
920	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	0	0	0	20	9	14
921	Bacteria	NA	NA	NA	NA	NA	0	0	0	14	15	14
922	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	0	0	0	0	43	0
923	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	42	0	0	0	0	0
924	Bacteria	Chloroflexi	AD3	NA	NA	NA	10	13	19	0	0	0
925	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	0	12	30	0	0	0
926	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	0	0	42	0	0	0
927	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hylemonella	0	0	0	42	0	0
928	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	NA	0	0	0	42	0	0
929	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Tetrasphaera	0	0	0	42	0	0
930	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	0	0	0	42	0	0
931	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans	0	0	0	42	0	0
932	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	Candidatus Nitrosotalea	0	0	0	42	0	0
933	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	0	0	0	26	5	11
934	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Shimazuella	0	0	0	19	0	23
935	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1959-1	0	0	0	10	14	18
936	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	0	0	0	0	42	0
937	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	0	0	0	0	42	0
938	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	0	0	0	0	24	18
939	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	0	0	0	0	21	21
940	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	26	0	15	0	0	0
941	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	19	0	0	22	0	0
942	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	17	0	24	0	0	0
943	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	NA	NA	0	20	21	0	0	0
944	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	0	19	22	0	0	0
945	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	11	0	12	7	11
946	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	0	7	0	14	10	10
947	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	0	0	41	0	0	0
948	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	0	0	0	41	0	0
949	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	41	0	0
950	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	0	0	0	41	0	0
951	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	0	0	0	41	0	0
952	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	0	0	0	41	0	0
953	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	41	0	0
954	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	41	0	0
955	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	0	0	0	27	0	14
956	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	0	25	16
957	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylovirgula	40	0	0	0	0	0
958	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	NA	NA	24	16	0	0	0	0
959	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	19	21	0	0	0	0
960	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	16	0	24	0	0	0
961	Bacteria	Chloroflexi	AD3	NA	NA	NA	0	28	12	0	0	0
962	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	0	0	40	0	0	0
963	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	0	0	0	40	0	0
964	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	0	0	0	40	0	0
965	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	0	0	0	40	0	0
966	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	0	0	0	26	14	0
967	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	0	0	0	26	0	14
968	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	0	0	0	25	0	15
969	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA	0	0	0	24	0	16
970	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	15	0	25
971	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Bounagaea	0	0	0	14	0	26
972	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA	0	0	0	0	40	0
973	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	0	0	0	0	40	0
974	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	0	0	0	0	40	0
975	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	0	0	0	0	40	0
976	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosarcinaceae	Methanosarcina	0	0	0	0	15	25
977	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 8	0	0	0	0	12	28
978	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-007	0	0	0	0	0	40
979	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	18	0	21	0	0	0
980	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	14	6	17	0	2	0
981	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	11	13	15	0	0	0
982	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	0	12	27	0	0	0
983	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	0	0	39	0	0	0
984	Bacteria	Chloroflexi	AD3	NA	NA	NA	0	0	39	0	0	0
985	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	0	0	0	39	0	0
986	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	0	0	0	39	0	0
